name,position,age,player_id,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
Austin Carr,WR,28.2,00-0033382,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,4,27.0,1,0.0,0.0,32.0,11.0,3.0,2.6246782994130626,0,12.5,0.12315871680884297,0.14604834613755222,0.286971917509551,0.0,8.7,11.7,4,0.028985507246376812,0.03869407496977025,0.02040816326530612,0.07443352084538142,0.02483900643974241,0.14285714285714285,0.057692307692307696,0.06779661016949153,0.08384807464844263,0.048442633723222495,0.1956521739130435,0.026459812745940565
Austin Ekeler,RB,28.9,00-0033699,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,116,530.0,1,1.0,0.0,26.0,-9.872815929859737,0,54,65,403.0,2,0.0,0.0,-78.0,473.0,20.0,12.72670021805669,0,-17.066666666666666,1.57757305068157,-0.2619924744559709,2.182964843903175,0.0,111.30000000000001,165.3,10,0.17015706806282724,-0.02791696492483894,0.33100069979006297,0.2329020301543697,0.1451729106628242,0.14285714285714285,0.145985401459854,0.1456953642384106,0.1440150267599835,0.14470975710168793,1.0549738219895288,0.17951001259719387
Austin Hooper,TE,29.4,00-0032392,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,46,70,435.0,4,0.0,0.0,451.0,174.0,27.0,22.45112146410654,0,20.586087454088275,2.4045178262283526,1.6590936978620587,4.76814232784597,0.0,67.5,113.5,13,0.17543859649122806,0.13613039541201327,0.16186046511627908,0.3720622110664527,0.14958734525447043,0.2,0.17307692307692307,0.17613636363636365,0.17479367262723522,0.15966987620357637,1.0902255639097744,0.09943754270995776
Austin Mack,WR,25.5,00-0035869,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,7,11,91.0,0,0.0,0.0,91.0,37.0,5.0,4.934487554083916,0,8.255102040816327,0.35595572449230983,0.43175388658498715,0.8361613073479557,0.0,9.1,16.099999999999998,5,0.07482993197278912,0.07326892109500806,0.10192837465564739,0.17086003483519013,0.08674928503336511,0.0,0.08620689655172414,0.07936507936507936,0.043374642516682556,0.06939942802669209,0.6190476190476191,0.04229496138286134
Austin Walter,RB,27.6,00-0035187,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,3.0,0,0.0,0.0,0.0,-0.2148154666647315,0,1,1,27.0,0,0.0,0.0,-6.0,33.0,1.0,1.0316403093747795,0,-4.5,0.02564102564102564,-0.022727272727272728,0.022552447552447556,0.0,3.0,4.0,1,0.02564102564102564,-0.022727272727272728,0.2727272727272727,0.02027972027972028,0.10931174089068826,0.0,0.07142857142857142,0.06666666666666667,0.05465587044534413,0.08744939271255062,0.6923076923076923,0.05757052389176741
Baker Mayfield,QB,29.0,00-0034855,2020,305,486,3563.0,26,8.0,26.0,162.0,4,3,4136.0,1360.0,188.0,87.74814097619696,1,14.337207014654819,2.487078441159331,54,165.0,1,3.0,1.0,18.0,-7.009694522785503,0,1,1,6.0,0,0.0,0.0,5.0,1.0,1.0,1.7705882448935881,0,1.2,0.03125,0.02403846153846154,0.06370192307692307,0.0,247.62,248.62,16,0.001996007984031936,0.0011798017932987258,0.0007117437722419929,0.0039378534106868845,0.0016211834639286678,0.0,0.005128205128205128,0.0045045045045045045,0.0008105917319643339,0.0012969467711429344,0.011976047904191617,0.17258805725630666
Ben DiNucci,QB,27.2,00-0036384,2020,23,43,219.0,0,0.0,7.0,73.0,3,2,349.0,134.0,11.0,-27.5776076356174,0,1.6584132055378062,-0.03114439496234856,6,22.0,0,1.0,0.0,2.0,0.5162866110913455,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.960000000000001,6.960000000000001,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.07841369986480397
Ben Ellefson,TE,27.4,00-0035823,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,4,10.0,0,0.0,0.0,45.0,3.0,1.0,-3.1824376140721142,1,0.30303030303030304,0.12121212121212122,0.14085072231139645,0.28041368743615935,0.0,3.0,4.0,3,0.04040404040404041,0.04782146652497343,0.012295081967213115,0.09886323382603936,0.017889087656529516,0.0,0.037037037037037035,0.03225806451612903,0.008944543828264758,0.014311270125223614,0.10101010101010101,0.018218254691200583
Ben Roethlisberger,QB,42.1,00-0022924,2020,399,608,3803.0,33,10.0,13.0,118.0,2,0,4220.0,1953.0,193.0,55.110861644701416,2,13.87758917367705,1.4796427823584606,25,11.0,0,3.0,1.0,3.0,-19.628475135745248,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,267.22,267.22,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18527609063427353
Bennie Fowler,WR,30.7,00-0030670,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,6,11.0,0,0.0,0.0,47.0,1.0,1.0,-8.02471927148872,0,0.23404255319148937,0.1276595744680851,0.1437308868501529,0.2921009824972347,0.0,1.1,3.1,1,0.125,0.1437308868501529,0.01,0.3024847094801223,0.033846153846153845,0.0,0.058823529411764705,0.05555555555555555,0.016923076923076923,0.02707692307692308,0.22916666666666666,0.028703703703703703
Benny Snell,RB,26.1,00-0035217,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,111,368.0,4,2.0,1.0,25.0,-29.894823735317914,0,10,14,61.0,0,0.0,0.0,-27.0,88.0,3.0,-5.010769340122815,0,-17.42142857142857,0.3404248733167954,-0.12150094998712724,0.425586644984204,0.0,64.9,74.9,15,0.022435897435897436,-0.006108597285067873,0.044556962025316456,0.028766968325791852,0.015454775779072713,0.0,0.015384615384615385,0.013157894736842105,0.0077273878895363565,0.012363820623258172,0.09775641025641026,0.05116539607071618
Blaine Gabbert,QB,34.5,00-0027948,2020,9,16,143.0,2,0.0,1.0,7.0,1,0,108.0,80.0,5.0,-0.5905255278180657,0,1.3240740740740742,0.10600794323816456,9,16.0,0,0.0,0.0,0.0,-4.023622662352864,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.319999999999999,15.319999999999999,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034220872051465324
Blake Bell,TE,32.6,00-0032062,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2.0,0,0.0,0.0,1.0,0.7348881615325809,0,11,15,110.0,0,0.0,0.0,77.0,48.0,7.0,1.5218923244974576,0,19.75574712643678,0.3842757078259587,0.25673511548716654,0.7561281425799546,0.0,11.200000000000001,22.200000000000003,11,0.03289473684210526,0.021843971631205675,0.030456852791878174,0.06681728256812244,0.03150057273768614,0.0,0.03932584269662921,0.03482587064676617,0.01575028636884307,0.025200458190148912,0.2412280701754386,0.018566840626254518
Blake Jarwin,TE,29.6,00-0033658,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,12.0,0,0.0,0.0,12.0,0.0,1.0,0.9156609246274456,0,1.0,0.02702702702702703,0.046875,0.07335304054054054,0.0,1.2000000000000002,2.2,1,0.02564102564102564,0.04240282685512368,0.0,0.0723837999456374,0.045112781954887216,0.0,0.07142857142857142,0.06666666666666667,0.022556390977443608,0.03609022556390978,0.3076923076923077,0.023954703832752614
Bo Scarbrough,RB,26.4,00-0034432,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,31.0,0,0.0,0.0,1.0,0.08056931040482596,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.1,3.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03330468414267297
Boston Scott,RB,28.9,00-0034414,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,80,374.0,1,1.0,0.0,16.0,-4.652030335739255,0,25,36,212.0,1,0.0,0.0,95.0,181.0,8.0,-0.47041020962340196,0,0.5546939494613924,1.0197009973705664,0.3389729649468155,1.7668325715186206,0.0,70.60000000000001,95.60000000000001,16,0.06020066889632107,0.017860500094002633,0.12034574468085106,0.1045894034196837,0.05686695278969957,0.045454545454545456,0.04519774011299435,0.04522613065326633,0.05116074912212251,0.05458447132266875,0.35451505016722407,0.0709925591480893
Brandin Cooks,WR,30.5,00-0031236,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,81,119,1150.0,6,0.0,0.0,1403.0,350.0,51.0,48.261139282277995,0,12.273650509014763,3.553528908670583,4.515088633315718,8.490855406326876,0.0,151.0,232.0,15,0.23062015503875968,0.3007502679528403,0.18857758620689655,0.5865304469204118,0.24870242214532873,0.1875,0.24056603773584906,0.2336065573770492,0.21810121107266436,0.236461937716263,2.2286821705426356,0.1549083236515631
Brandon Aiyuk,WR,26.0,00-0036261,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,77.0,2,0.0,0.0,3.0,7.371286635519937,0,60,96,748.0,5,0.0,0.0,902.0,289.0,42.0,24.300900212152065,0,8.380150991586866,2.6225035499730622,3.671053529482393,6.503492795597269,0.0,124.5,184.5,12,0.22325581395348837,0.31472435450104674,0.17388688327316487,0.58666320453107,0.2305084745762712,0.23809523809523808,0.24,0.23979591836734693,0.23430185633575462,0.23202582728006457,1.7395348837209301,0.1597956002078642
Brandon Allen,QB,31.6,00-0032434,2020,90,142,925.0,5,4.0,7.0,51.0,1,1,940.0,557.0,42.0,-9.506670388327887,0,4.917605948748077,0.2893340556501678,13,27.0,0,0.0,0.0,5.0,2.4632419499192455,0,0,1,0.0,0,0.0,0.0,8.0,0.0,0.0,-0.5002179723232985,0,0.0,0.037037037037037035,0.04938271604938271,0.09012345679012346,0.0,49.7,49.7,5,0.006535947712418301,0.007992007992007992,0.0,0.016197527962233844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15037821482602118
Brandon Dillon,TE,25.8,00-0035102,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,6.0,0,0.0,0.0,5.0,1.0,0.0,-0.37799627240747213,0,1.2,0.023255813953488372,0.014164305949008499,0.04479873509453851,0.0,0.6000000000000001,1.6,1,0.022222222222222223,0.01366120218579235,0.01282051282051282,0.04426229508196721,0.019543973941368076,0.0,0.0,0.0,0.009771986970684038,0.015635179153094463,0.13333333333333333,0.013724481043060559
Brandon Powell,WR,27.5,00-0034646,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7.0,0,0.0,0.0,0.0,-0.5830560429021716,0,12,18,69.0,2,1.0,1.0,83.0,34.0,5.0,-4.47528072743726,0,4.204292929292929,0.4668939588637731,0.2444402938939355,0.8714491440214145,0.0,17.6,29.6,10,0.046875,0.02446933962264151,0.03632478632478633,0.08988797169811322,0.025602968460111317,0.13333333333333333,0.035211267605633804,0.044585987261146494,0.07946815089672232,0.04714904143475572,0.1796875,0.03365548607163161
Brandon Zylstra,WR,31.0,00-0034052,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,0,0.0,0.0,0.0,-0.3697966646286659,0,3,4,35.0,0,0.0,0.0,55.0,15.0,3.0,5.771752778324299,0,1.6345029239766082,0.11104636104636104,0.23184104721832632,0.32885827462236994,1.0,9.6,12.600000000000001,5,0.022099447513812154,0.044715447154471545,0.020689655172413793,0.06892152899429546,0.02631578947368421,0.0,0.04918032786885246,0.045454545454545456,0.013157894736842105,0.021052631578947368,0.19337016574585636,0.027178602243313203
Braxton Berrios,WR,28.5,00-0034419,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,29.0,0,0.0,0.0,1.0,1.3426951186847873,0,37,55,394.0,3,0.0,0.0,416.0,216.0,19.0,4.3184394592482,0,29.16441833704255,2.009464308029982,2.017122252815651,4.426182039015929,0.0,60.300000000000004,97.3,13,0.13513513513513514,0.12652068126520682,0.1722488038277512,0.30391924771486817,0.1577261809447558,0.23076923076923078,0.15447154471544716,0.16176470588235295,0.1942477058569933,0.1723347909096508,0.9680589680589681,0.11100716469675535
Breshad Perriman,WR,30.5,00-0032054,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6.0,0,0.0,0.0,0.0,0.3008314555045217,0,30,60,505.0,3,0.0,0.0,906.0,160.0,20.0,0.9599218473432165,0,9.72252713793917,2.182690316929447,3.3941316762501095,5.649927648769247,0.0,69.10000000000001,99.10000000000001,12,0.1652892561983471,0.29131832797427654,0.1386481802426343,0.4809885466769419,0.21281078803202697,0.21428571428571427,0.17857142857142858,0.18253968253968253,0.2135482511588706,0.21310577328276442,1.3911845730027548,0.11923669265569353
Brett Rypien,QB,27.7,00-0034955,2020,27,40,295.0,2,4.0,1.0,0.0,1,0,346.0,82.0,12.0,-1.6855928609875948,0,2.0058699578567127,0.303814853270748,5,-5.0,0,0.0,0.0,0.0,-4.392087675107177,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.3,11.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07159148504815002
Brian Hill,RB,27.3,00-0033567,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,100,465.0,1,1.0,1.0,18.0,-14.15982240785171,0,25,30,199.0,0,1.0,0.0,38.0,162.0,7.0,3.0377780425116567,0,25.926190476190474,0.8003645730071955,0.12369755136755176,1.2871351454680795,0.0,70.4,95.4,16,0.04777070063694268,0.007014952925973786,0.09854014598540146,0.07726801329619305,0.043073593073593076,0.0,0.02880658436213992,0.025925925925925925,0.021536796536796538,0.03445887445887446,0.31687898089171973,0.0625984251968504
Brian Hoyer,QB,38.4,00-0026625,2020,15,24,130.0,0,1.0,2.0,18.0,1,1,196.0,56.0,8.0,-9.247645761185158,0,0.6632653061224489,0.02009847744416119,1,8.0,0,0.0,0.0,1.0,1.7023415002040565,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02980625931445604
Bruce Miller,TE,33.8,00-0028149,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,2.0,0,0.0,0.0,-3.0,3.0,1.0,-0.07930087379645556,0,-2.0,0.07272727272727272,-0.01655510399234999,0.09750233629626412,0.0,0.2,1.2,2,0.03076923076923077,-0.006224066390041493,0.015463917525773196,0.041174593041812965,0.00390625,0.0,0.03225806451612903,0.02702702702702703,0.001953125,0.003125,0.03076923076923077,0.005761474937584022
Bryan Edwards,WR,25.4,00-0036365,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,11,15,193.0,1,0.0,0.0,127.0,80.0,9.0,11.832362785950803,0,7.004652018910331,0.4689772527870023,0.46971877065197576,1.0322690186368864,0.0,25.300000000000004,36.300000000000004,9,0.04777070063694268,0.04916763453348819,0.06546644844517185,0.11099015858220458,0.0759543486816214,0.06666666666666667,0.07317073170731707,0.07246376811594203,0.07131050767414404,0.07409681227863046,0.6146496815286624,0.041934291391340514
Buddy Howell,RB,26.9,00-0034449,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,16,64.0,0,0.0,0.0,2.0,-0.5252298233099282,0,1,2,3.0,0,0.0,0.0,19.0,7.0,0.0,-0.4685888678650372,0,0.15789473684210525,0.07407407407407407,0.1043956043956044,0.1841880341880342,0.0,6.7,7.7,2,0.028169014084507043,0.03725490196078431,0.026717557251908396,0.07205744269538801,0.005067567567567568,0.0,0.0,0.0,0.002533783783783784,0.004054054054054054,0.04225352112676056,0.04278253139237693
Byron Pringle,WR,30.4,00-0034297,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,17,160.0,1,0.0,0.0,173.0,68.0,9.0,15.089731176878558,0,5.805862731566056,0.47029646171718925,0.7922022524768915,1.2599862693096078,1.0,28.0,41.0,6,0.0776255707762557,0.10384153661464586,0.07327586206896551,0.19951158545610026,0.08918617614269789,0.07142857142857142,0.1,0.09615384615384616,0.08030737378563466,0.08563465519987261,0.730593607305936,0.06177862158334086
C.J. Beathard,QB,30.4,00-0033936,2020,66,104,787.0,6,0.0,9.0,71.0,3,3,838.0,344.0,42.0,10.16519843474302,0,5.158716786087476,0.6454207711553006,6,28.0,0,0.0,0.0,1.0,-1.9259210244053975,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.28,52.28,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09862290133936993
C.J. Board,WR,30.2,00-0033367,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,3.0,0,0.0,0.0,0.0,-0.08845669904258102,0,11,16,101.0,0,0.0,0.0,160.0,33.0,6.0,2.3401165840914473,0,7.15441161093335,0.545141048681568,0.7314810270455432,1.329748291954232,0.0,10.4,21.4,9,0.052805280528052806,0.07259528130671507,0.04896142433234421,0.13728414583745127,0.05567805953693495,0.0,0.06,0.05660377358490566,0.027839029768467475,0.04454244762954796,0.3333333333333333,0.03543281011987549
C.J. Ham,RB,30.7,00-0032918,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,18.0,0,0.0,0.0,2.0,-0.477163452305831,0,8,13,97.0,1,0.0,0.0,43.0,75.0,6.0,4.880745358997956,0,-7.6,0.38925751879699244,0.1687771547858828,0.7020302865456066,0.0,17.5,25.5,11,0.036211699164345405,0.014868603042876901,0.05747126436781609,0.06621243118081963,0.03366886497743839,0.045454545454545456,0.0410958904109589,0.041666666666666664,0.03956170521599192,0.0360260010728598,0.27019498607242337,0.02363868958229045
C.J. Prosise,RB,28.8,00-0032393,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,10,19.0,0,1.0,1.0,0.0,-8.857431373442523,0,5,5,18.0,1,0.0,0.0,-8.0,26.0,1.0,-0.8810716047300957,0,4.833333333333334,0.17028363767494203,-0.02718722166685541,0.23639440134561424,0.0,7.7,12.700000000000001,5,0.03355704697986577,-0.006177606177606178,0.04498269896193772,0.04539348552771371,0.013761467889908258,0.1,0.01639344262295082,0.028169014084507043,0.05688073394495413,0.03100917431192661,0.12080536912751678,0.02926132436293259
C.J. Uzomah,TE,31.2,00-0032134,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,11,87.0,1,0.0,0.0,94.0,30.0,6.0,5.250519627103433,0,1.8532608695652173,0.24455205811138014,0.2608593272846347,0.5494296162663145,0.0,14.7,22.7,2,0.1134020618556701,0.12097812097812098,0.14285714285714285,0.26688558956600195,0.17092337917485265,0.3333333333333333,0.17647058823529413,0.1891891891891892,0.25212835625409297,0.2034053700065488,0.8969072164948454,0.1259292133584822
Calvin Ridley,WR,29.3,00-0034837,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,1.0,0,0.0,0.0,1.0,-2.7779705621651374,0,90,143,1374.0,9,1.0,1.0,2052.0,275.0,65.0,49.976496121503146,1,10.424144627465894,3.7643690798621705,6.184374955686103,9.975616088773528,0.0,191.5,281.5,15,0.2411467116357504,0.4038575083644952,0.17684887459807075,0.6848060741452218,0.3168819188191882,0.375,0.2850877192982456,0.29365079365079366,0.34594095940959413,0.3285055350553506,2.3170320404721756,0.19879381938363325
Cam Akers,RB,24.8,00-0036414,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,145,625.0,2,1.0,1.0,26.0,-32.47730028511882,0,11,14,123.0,1,0.0,0.0,59.0,91.0,4.0,3.595606917817046,0,21.72079772079772,0.4295016894640955,0.2586082742028389,0.8252783261381305,0.0,90.8,101.80000000000001,11,0.03398058252427184,0.023137254901960783,0.05290697674418605,0.06948067770797639,0.04086378737541528,0.07692307692307693,0.027210884353741496,0.03125,0.058893432149246104,0.048075645284947614,0.29854368932038833,0.09925897035881437
Cam Newton,QB,34.9,00-0027939,2020,242,368,2657.0,8,10.0,31.0,195.0,1,0,2496.0,1258.0,133.0,-4.540038941929598,1,15.637683400565004,1.0590464218579858,137,592.0,12,5.0,1.0,55.0,20.293553104848517,0,2,2,35.0,1,0.0,0.0,17.0,18.0,2.0,3.745527382241562,0,5.461538461538462,0.07037037037037036,0.09387755102040816,0.17126984126984127,0.0,258.98,260.98,15,0.004962779156327543,0.006298629121896999,0.01243953006219765,0.012483072032008914,0.011929107021131561,0.09090909090909091,0.013793103448275862,0.019230769230769232,0.05141909896511124,0.027725103798723436,0.08684863523573201,0.23557128156987345
Cam Sims,WR,28.2,00-0034104,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,5.0,0,0.0,0.0,0.0,0.04467823216691613,0,32,48,477.0,1,0.0,0.0,523.0,249.0,18.0,19.66010419562829,0,17.308656283695054,1.1884823979437,2.0310388346739687,3.2044507811873277,0.0,54.2,86.2,11,0.10835214446952596,0.19544095665171898,0.15266707541385652,0.3188809820256642,0.16545265348595214,0.09090909090909091,0.12857142857142856,0.12582781456953643,0.12818087219752153,0.1505439409705799,1.0767494356659142,0.09143754243041412
Cameron Batson,WR,27.2,00-0034652,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,20.0,0,1.0,0.0,2.0,-0.4278178185923025,0,12,13,100.0,1,0.0,0.0,80.0,43.0,7.0,10.975554894386601,0,10.722222222222221,0.4418068088190039,0.3469180257987651,0.9055528312876414,0.0,18.0,30.0,9,0.04905660377358491,0.03619909502262444,0.04483837330552659,0.10254418167847693,0.045871559633027525,0.045454545454545456,0.05982905982905983,0.05755395683453238,0.04566305254378649,0.045788156797331114,0.37735849056603776,0.0328875246656435
Cameron Brate,TE,32.7,00-0031273,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,28,34,282.0,2,0.0,0.0,291.0,71.0,17.0,23.421315227475194,0,12.792426792063482,0.8596878141173703,0.7914324730982454,1.8435344523448272,0.0,40.2,68.2,13,0.06601941747572816,0.06156124391791834,0.0446821900566394,0.14827812134792692,0.0695780903034789,0.05263157894736842,0.08292682926829269,0.07818930041152264,0.06110483462542366,0.0661887880322568,0.5475728155339806,0.04622099327694643
Carlos Hyde,RB,33.4,00-0031045,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,81,356.0,4,0.0,0.0,20.0,0.6652357581516588,0,16,20,93.0,0,1.0,0.0,47.0,108.0,4.0,-0.9464918754923071,0,-5.55124716553288,0.6237983396307507,0.3034719300111451,1.1481278604539278,0.0,68.9,84.9,10,0.057803468208092484,0.016743854649091557,0.10102899906454631,0.10010028603141197,0.03593508500772798,0.0,0.030303030303030304,0.025157232704402517,0.01796754250386399,0.028748068006182383,0.26878612716763006,0.08124246425905725
Carson Wentz,QB,31.2,00-0032950,2020,251,437,2620.0,16,15.0,50.0,326.0,7,3,3833.0,1018.0,130.0,-86.99833393573735,5,8.688641165344984,0.2954296632539215,52,276.0,5,3.0,1.0,25.0,10.764294325112132,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,198.4,198.4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19816616392656666
Case Keenum,QB,36.1,00-0028986,2020,5,10,46.0,0,0.0,0.0,0.0,0,0,27.0,28.0,2.0,-4.156520829652436,0,1.7037037037037037,-0.0697043892053338,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.84,1.84,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03565891472868217
Cedrick Wilson,WR,28.4,00-0034418,2020,2,2,23.0,1,0.0,0.0,0.0,0,0,2.0,21.0,1.0,2.8229402869474143,0,1.1,0.0,3,-12.0,0,0.0,0.0,0.0,-5.772642614785582,0,17,28,189.0,2,0.0,0.0,244.0,113.0,10.0,4.126200063619763,0,5.1291361374943465,0.6283087665544782,0.6473313081268309,1.395595065520499,0.0,34.620000000000005,51.620000000000005,10,0.06542056074766354,0.08007876599934362,0.08862745098039215,0.1621938539209702,0.06669019054340156,0.125,0.0684931506849315,0.07407407407407407,0.09584509527170078,0.07835215243472124,0.441588785046729,0.05361111688095881
CeeDee Lamb,WR,25.0,00-0036358,2020,0,0,0.0,0,0.0,1.0,4.0,0,0,0.0,0.0,0.0,-1.2370598842389882,0,0.0,0.0,10,82.0,1,0.0,0.0,4.0,7.501153309924845,1,74,111,935.0,5,1.0,1.0,1031.0,311.0,46.0,16.424622942467565,0,15.694062727413705,2.937923755265964,3.7073409597284193,7.00202430470884,1.0,143.70000000000002,217.70000000000002,16,0.17370892018779344,0.21714406065711878,0.15097087378640778,0.43427862880738516,0.2072711150520949,0.2,0.19913419913419914,0.19921875,0.20363555752604745,0.20581689204167594,1.4632237871674492,0.14309753243850815
